Brand,Model_Info,Additional_Description,Locality,City,State,Price
1, name0 xs 256 gb silver 15 days used brand new phone indian, 10100165300 101004900 1010010300 1010045300 wifi 1010085900 97 inch 10100177900 condition 101006100 101006200 1010014000 10100141900 condition 1010011500 10100163900 available 1010095300 10100102200 101008900 photos uploaded u may look 1010011300 facilities available store vaulation u visit store 1010019100 price best deals available 1010083100 store 10100164000 1010062600 4 10100121200 10100164100 101006600 service center beside kd 5 near 10100121200 10100164200 10100163600 1010017000 free ask queries mentioned 10100164300,503,15,5,67900
2, name271 z2 plus 3gb 32gb 5 inch finger print, 101004500 note 3 32gb 3gb 4000mah 55 inches good condition phone accessories,859,11,4,5799
1, name0 7 6mnts old mint condition warrenty, want sell 10100000 7 singel hand use mint condition screech less condition accessories available box bill charger headphones everything leather back cover slide negotiable,897,1,3,19999
1, phone x 3 colors available, mobile warranty 3 month,430,15,5,16700
1, phone less used bill box provided scratches even negotiable, 10100000 6s 64gb 1010011900 1010018300 101003300 1010014600 fully working condition 1010014100 1010014000,696,13,5,8000
1, seal pack name87 name0 xs 512gb 4gb clours available stock, description,35,11,4,12999
1, 100 pure desi ghee 15kg tin, buy new phone,865,4,0,4500
1, name0 6 64gb, 101003700 101003800 128gb accessories complaints,771,11,4,16000
1, phone need repair, 10100000 x 1010056100 10100100 one year 1010024300 10100141900 condition 101006100 1010014000 10100141900 condition 1010011500 10100163900 available 1010095300 10100102200 101008900 photos uploaded u may look 1010011300 facilities available store vaulation u visit store 1010019100 price best deals available 1010083100 store 10100164000 1010062600 4 10100121200 10100164100 101006600 service center beside kd 5 near 10100121200 10100164200 10100163600 1010017000 free ask queries mentioned 10100164300,681,15,5,3500
1, name0 7 plus product red new condition, 1010026800 7 101004900 8256 1010015400 1010018300 90100 1010024200 old like 101005400 everything 1010014700 1010053500 1010053600 accessories 1010015800 101006100 101006200 101008900 1010053700 1010053800 interested contact 9971960889 serious buyers contact,367,8,2,10000
1, phone x brand new condition, phone mint condition problems one day battery life scratches body phone protected 1010046900 comes one case worth 3k,601,1,3,47000
1, name0 6s 16000, repairs earlier visible scratches dents used one person 10100209700 101006200 1010014000 available,438,10,7,16000
0, name233 9 lite 3 plus 32, glass break full updated good working phone,582,10,7,5100
1, 50 offbest offer name87 name0 name1099 cod, 101004800 reno2z 8gb 256 use open urgent sell,145,17,7,15000
1, name0 6s name92 silver 16gb, 10100600 version 60 4 gb ram 64gb 101001400 processor 8 core 18ghz model 1010027100 a7020a48 camera 13 1010021200 primary n 8mp secondary battery 3500 mah,843,8,2,15999
1, xs name229 like new 11 month old clear condition 64 gb, 101005400 condition 20 days old 48 megapixel camera 32 megapixel selfie camera bill box charger accessories available hai urgent sale money problem,927,8,2,72000
1, name87 iwatch name251 2 42mm going lowest, 101006600 galaxy watch active 30 1010024200 1010024300 11 months 1010011400 brand new condition phone brand 101005400 condition fully tested 1010052200 10100137300 1010011300 offers available store please visit value phone ask value call 1010095300 10100102200 accepted 1010011500 10100159300 accept payments via phonepe 101003600 pay 10100134400 please feel free come visit us amazing deals 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp 01 call us 10100159400 8oo 8oo,640,15,5,15900
1, name0 best condition, sale oppo reno discounted prices cash deliveryall modals available colors bill box,385,0,1,23000
1, name0 6s 64 gb, 101008700 10100000 xr 64 128gb sealed pack 12months warranty bill cards accepted best offer 10100118100 contact8o 565 26269,217,2,6,21000
1, name0 6 name148, vivo v5s mobile smartphone gud condition urgent sell charger bill box old 15 month fixed price,44,8,2,13000
1, name0 6 32 gb, 101008400 5 black color excellent condition good battery backupsab kuch ok ha koyi dikat nahi ha sell 10100194300 ek damage bhi nahi ha screen per,607,8,2,11000
1, name0 7 7 plus available low price offer till name2017 end, 10100142800 problem,854,17,7,13000
1, name87 name0 5s 32gb new accessories, brand 101005400 1010012000 pack 1010051100 101003700 10100169100 101009200 101005400 101006200 pack phone 3gb 16gb 13mp 101001600 phone brand 101005400 never used 1010011300 offers available store please visit value phone ask value call 1010095300 10100102200 accepted 1010011500 10100159300 accept payments via phonepe 101003600 pay 10100134400 please feel free come visit us amazing deals 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp 01 call us 10100159400 8oo 8oo,1050,15,5,7800
1, iphone name112 32gb ios 131 update nice version mint condition box, iphone 1010011200 32gb ios 131 update nice version mint condition box bill charger almost one year old excellent condition 101001900 health 81 101008900 display 101008900 condition 1010012400 purchase dont single issue want sale dont want exchange mobile exchange bargaining fixed price details mobile come see nearly dont send sms please,601,1,3,10500
2, name271 name666 plus, 101006000 3 pro good condition 3 months used1 year 1010047400 warranty please contact interested people urgent money required,61,13,5,4000
1, name87 name0 name554 64gb accs great condition, 1010034000 1010030300 plus battery 5000mh 3gb ram 32 gb internal memory,640,15,5,8999
1, name87 iphone 6 32gb, one plus 6t full kitbox bill6 months old perfect condition,683,2,6,13500
1, iphone 6s 64gb colourgold, description,725,8,2,13000
1, name0 7 32gb 128gb, 10100000 7 32gb fingerprint working 12000 10100000 7 128gb fingerprint working 13500 10100000 7 32 gb full ok 15000 10100000 7 128gb full ok 17500 10100000 5s 16 fb fingerprint working 4500 call whatsapp 9910663768,380,4,0,7000
1, iphone 7 32gb accs bill box, description,534,15,5,26100
1, name414 max 64 gb, 1010041400 max gold colour 64gb good condition noe scratches,138,1,3,80000
3, name665 thin q box charger, phone 6 16 gb internal white colour rose gold,101,2,6,10499
1, apple iphone 6s 64gb rom unlocked fingreprint cod yes, 32 gb mint condition,432,11,4,14599
1, phone 6s name75 name103, 101005400 1010013100 1010012400 iphone 11 iphone 11 pro iphone 11 pro max 101008700 10100109400 10100194000 accessories,946,8,2,11999
1, name0 name112 32 name182 name103 2 years old, 101006600 galaxy 1010064400 powered octacore 1010013800 7884 processor features 6 cores email137400ghz comes 3gb ram 10100600 4000mah battery 101001600 details rear 13megapixel primary camera f19 aperture second 5megapixel camera f22 aperture sports 8megapixel camera front selfies f20 aperture 101006600 galaxy 1010064400 based 10100600 packs 32gb inbuilt storage expanded via microsd card 512gb 1010021500 options 101006600 galaxy 1010064400 include 1010032400 sensors phone include fingerprint sensor,323,11,4,9000
2, name271 zuk 1 coolpad note 3, 6gb ram 64 gb internal asus warrenty upto 29052020 bill 101008900 box charger,651,2,6,6000
1, phone 6 best quality, hello want sell 1010018500 1010018600 5z 8gb256gb phone 7 months used used without sim card since day 1 rarely used phone 0 scratches scuffs condition 1010 assume brand new phone warranty remaining 5 months comes original charger cable box bill 101007400 nonnegotiable please dont offer low prices,392,13,5,12000
1, name0 7 plus 128 gb name75 gold colour, good battery backup even single scratch phone including accessories box bill get free 6 back covers,200,1,3,29999
1, name0 apple x available best price free shipping, charger bill box 10100175600 red colour 6gb ram 128gb internal,356,15,5,18500
1, name0 5s 16gb, 101006600 galaxy 10100209300,904,10,7,4000
1, name0 7 rose gold, 101008700 iphone 7 128gb brand 101005400 1010012000 available 10100102200 accepted colours available 10100245600,1103,2,6,18000
1, iphone 6 32gb gray, 1010010200 payment,132,0,1,11500
1, name0 6 32gb grey color excellent condition, iphone 7 plus best price free 1010040400 delivery cash delivery,34,2,6,13500
1, name0 5s exhange moto mobiles etc, brand 101005400 condition 1010027100 10100170200 4 8 101009200 8inch wifi4g 10100117200 101004200 color full kit bill box warranty tempered 10100800 10100250000 worth 10100196600 applied exchange fixed price,49,2,6,5000
1, name54 name87 phone models name1226 best offer, still warranty 2 months left excellent condition phone zero scratches standard accessories available bill selling phone buy 10100000 11 pro max ps bargain price fixed 1010062500’t try change mind,244,11,4,15000
1, name0 7 32gb clean condition name203 sell, festive season 101007400 drop 54k 59k products 100 percent genuine 1010076000 1010098000 us phone brandnew even seal removed 10100204100 experience amazing 10100000 comes 6 months vendor warranty technical issues found phone replaced new one within 6 months 1010054600 10100236300 10100236400 liquid damage void warranty 1010048300 delivered 1010020100 1010020100 interaction full transparency pre payment required booking ask availability product 10100236500 contact us,440,13,5,17000
1, apple phone 6s colours, oneplus 5 10100178500 1010014700 absolutely fantastic bill charger available 101001100 835 1620mp dual 101001600 amoled display also back cover given free,1178,15,5,17000
1, name87 name0 8 256gb accessories awesome condition, looks good 101003600 101003700 2 64gb instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,534,15,5,43500
1, name0 11 pro pro max, 1010073000 10100230800 8 10100204200 10100235100 64 gb 4 gb ram 64 gb rom 1656 cm 652 inch 101008200 display • 13mp 2mp 101009000 1010089000 101002300 8mp 101001800 101001600 • 5000 mah liion 10100111500 101001900 • 10100150200 10100230900 mtk6762 101001200,189,13,5,114000
1, name0 5s 16gb black, except fingerprint everything good condition 10100000 5s 16gb black,138,1,3,7000
1, name87 name0 5s sale, 10100000 8 101009200 256 gb silver 1 year warranty expired 1010031700 2019 like brand new box full unused kit interested exchange 101007400 negotiable,118,2,6,11000
3, name1662 mobile phone, vivo v15 9 months 1010094600 single scratchlight use pop selfie cam full box 101006100,455,11,4,4000
1, name0 6 ➖32gb gud condition, even single scratch purchased 1010047300 less used,616,11,4,11000
1, name58 watch series 4, 101008400 4a glassy condition 101006100 101006200 available genuine buyer msg bargaining,149,7,8,5500
1, name0 7 128 name182 jet black urgent sale, 1010034000 4gb 64gb mobile gud condition scratch,217,2,6,28500
1, iphone x excellent condition, swipe 10100234700 strike 4g 7 inch smartphone awesome working condition touchscreen needs replaced 650 price thus trading whatsapp 9773803782 whatever offer selling discounted price 2800,176,13,5,47000
3, lg name2603 name187 volte, used 101006600 s3 frontier available sale box charger available contact seller pictures,833,4,0,4000
1, name0 brand new unused phones 5s x available price starts 7499, 1010034000 10100153600 plus good condition sale,586,2,6,7499
1, apple phone xs 512 gb, models available cod amazing prices,33,0,1,22499
1, name0 name112 16gb openboxed name54 phone providing bill name114 well, 101004800 a57 good condition bil box avalibile,547,10,7,11000
1, name87 iphone 6 32 gb, brand new seal pack 10100000 10100141700 64 gbblack,1058,8,2,9000
1, name87 iphone xs max, 101005100 phone,759,4,0,80000
1, name0 8 mint condition, 64gb bill box accessories,497,1,3,32000
1, name0 xr 64gb silver 2 months used good condition, 101008700 10100000 6s 101009200 64gb brand 101005400 condition 101006100 accessories phone 1010038700 condition absolutely 10100141900 fully 10100162500 1010052200 device 1010011300 offers available store please visit value phone ask value call 1010095300 10100102200 accepted 1010011500 10100159300 accept payments via phonepe 101003600 pay 10100134400 please feel free come visit us amazing deals 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp 01 call us 10100159400 8oo 8oo,503,15,5,42900
1, name87 name0 6s name753 color good condition, 101008700 10100000 se 32gb accessories bill 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,640,15,5,15200
